0.9573266,-2.8336436
1.2352032,-3.0877211
1.5577547,-3.4560973
1.9460303,-3.6178705
2.3813697,-3.5279965
2.7931772,-3.3482484
3.0637935,-3.0786263
3.2873461,-2.6831805
3.4000156,-2.3059909
3.6520945,-2.0107820
3.9712006,-1.7762454
4.3580456,-1.7305158
4.6639598,-1.4608937
4.8522146,-1.1193723
4.8522146,-0.5801281
4.5896508,-0.2315830
4.3851154,0.0876876
4.1740851,0.3965258
3.8946018,0.6967142
3.5861446,0.9230874
3.2201011,1.0991559
2.8361178,1.1887441
2.4441746,1.1952910
2.0524094,1.1289897
1.6759775,1.0003301
1.3210375,0.8276887
0.9861915,0.6268636
0.6652359,0.3981195
0.3740293,0.1409540
0.1104885,-0.1575834
-0.0937772,-0.4953750
-0.1916326,-0.8652656
-0.0894753,-1.2092464
0.0399499,-1.5327929
0.2282048,-1.8743142
0.4635234,-2.1978608
0.6829077,-2.5827986
0.9573266,-2.8336436
